date,userId,income,expense
2026-02-15,default_user,3486.53,2618.28
2026-02-16,default_user,3795.1,2790.35
2026-02-17,default_user,4151.42,2601.53
2026-02-18,default_user,4188.52,2771.27
2026-02-19,default_user,4432.69,2524.62
2026-02-20,default_user,4172.16,2688.75
2026-02-21,default_user,3738.09,2533.13
2026-02-22,default_user,3559.63,2574.24
2026-02-23,default_user,4720.34,2553.66
2026-02-24,default_user,4041.67,2758.44
2026-02-25,default_user,4160.81,2872.97
2026-02-26,default_user,4891.15,2654.71
2026-02-27,default_user,4431.2,2631.76
2026-02-28,default_user,3642.39,2983.15
2026-03-01,default_user,3666.76,4063.16
2026-03-02,default_user,4430.48,2935.57
2026-03-03,default_user,4366.39,2608.22
2026-03-04,default_user,4408.44,2584.18
2026-03-05,default_user,4563.3,2670.88
2026-03-06,default_user,3834.87,2895.04
2026-03-07,default_user,3695.86,2922.93
2026-03-08,default_user,3414.76,2763.2
2026-03-09,default_user,4328.43,2799.56
2026-03-10,default_user,4322.4,3308.83
2026-03-11,default_user,4355.36,2761.17
2026-03-12,default_user,4885.51,2586.3
2026-03-13,default_user,4138.96,2473.91
2026-03-14,default_user,3787.02,2844.77
2026-03-15,default_user,3639.77,2489.0
2026-03-16,default_user,4306.66,2948.63
2026-03-17,default_user,4231.67,2739.46
2026-03-18,default_user,4572.11,2800.17
2026-03-19,default_user,4618.09,2539.06
2026-03-20,default_user,4361.15,2516.79
2026-03-21,default_user,3817.02,2830.96
2026-03-22,default_user,3435.3,2789.42
2026-03-23,default_user,3671.67,2890.91
2026-03-24,default_user,4144.78,2760.19
2026-03-25,default_user,4687.65,2601.27
2026-03-26,default_user,4762.51,2760.25
2026-03-27,default_user,4417.46,2838.49
2026-03-28,default_user,3353.04,2845.82
2026-03-29,default_user,3480.98,2925.89
2026-03-30,default_user,4012.2,2674.44
2026-03-31,default_user,4359.61,2729.63
2026-04-01,default_user,4120.92,4205.89
2026-04-02,default_user,4785.71,2724.52
2026-04-03,default_user,4198.4,2870.63
2026-04-04,default_user,3207.04,2360.59
2026-04-05,default_user,3470.16,2775.29
2026-04-06,default_user,4127.1,2582.5
2026-04-07,default_user,4235.18,2491.91
2026-04-08,default_user,4474.9,2453.4
2026-04-09,default_user,4437.09,2791.72
2026-04-10,default_user,3982.45,2651.07
2026-04-11,default_user,3873.04,3024.41
2026-04-12,default_user,3100.81,2807.27
2026-04-13,default_user,3768.61,2504.41
2026-04-14,default_user,4677.42,2867.31
2026-04-15,default_user,4224.56,2786.94
2026-04-16,default_user,4640.49,2780.63
2026-04-17,default_user,4989.03,2857.52
2026-04-18,default_user,2933.35,2696.72
2026-04-19,default_user,3298.26,2712.69
2026-04-20,default_user,4086.57,2632.71
